context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,n_gen,n_gen_sizing,mode,feasible,best_economy,gap,n_repair,n_total,wall_s
0,6.0,20.0,241.3288087904857,ga,raw,10,2,10,0,scale,1,374.4115964884623,0.5514583541226319,18,28,0.009614376000058655
0,6.0,20.0,241.3288087904857,ga,raw,10,2,10,0,scale+thin,1,322.82423596872053,0.3376945652973684,69,79,0.04692932899990865
0,6.0,20.0,241.3288087904857,ga,raw,10,3,10,0,none,1,1317.0823374793304,4.457625817988357,0,10,0.008622123000009196
0,6.0,20.0,241.3288087904857,ga,raw,10,3,10,0,scale,1,417.993308280947,0.732048943414112,18,28,0.007701419999989412
0,6.0,20.0,241.3288087904857,ga,raw,10,3,10,0,scale+thin,1,375.27876987727973,0.5550516813891262,69,79,0.031050416999960362
0,6.0,20.0,241.3288087904857,ga,raw,10,4,10,0,none,1,1057.6557772810286,3.3826337293996795,0,10,0.006193865000000187
0,6.0,20.0,241.3288087904857,ga,raw,10,4,10,0,scale,1,262.35989269118215,0.08714700912046935,18,28,0.010973237000030167
0,6.0,20.0,241.3288087904857,ga,raw,10,4,10,0,scale+thin,1,251.51745115680035,0.04221892287696205,69,79,0.031203322000010303
0,6.0,20.0,241.3288087904857,ga,raw,25,0,25,0,none,1,616.3686291548405,1.554061540534735,0,25,0.017754007000007732
0,6.0,20.0,241.3288087904857,ga,raw,25,0,25,0,scale,1,304.2200263749987,0.26060385372022976,18,43,0.008009953000055248
0,6.0,20.0,241.3288087904857,ga,raw,25,0,25,0,scale+thin,1,251.4010985771991,0.041736789889257775,69,94,0.032059720000006564
0,6.0,20.0,241.3288087904857,ga,raw,25,1,25,0,none,1,845.2934914648639,2.5026630086204165,0,25,0.025047656000083407
0,6.0,20.0,241.3288087904857,ga,raw,25,1,25,0,scale,1,274.85399466209793,0.1389191205129503,18,43,0.008053924000023471
0,6.0,20.0,241.3288087904857,ga,raw,25,1,25,0,scale+thin,1,241.32519552992042,-1.4972354868802995e-05,69,94,0.039398748000053274
0,6.0,20.0,241.3288087904857,ga,raw,25,2,25,0,none,1,585.4495991176618,1.4259416107503817,0,25,0.02402661700000408
0,6.0,20.0,241.3288087904857,ga,raw,25,2,25,0,scale,1,262.3622060256397,0.08715659494020267,18,43,0.009203624000065247
0,6.0,20.0,241.3288087904857,ga,raw,25,2,25,0,scale+thin,1,253.89147531217387,0.05205622397363552,69,94,0.04059306599992851
0,6.0,20.0,241.3288087904857,ga,raw,25,3,25,0,none,1,957.6428723144842,2.9682078451971328,0,25,0.02506996900001468
0,6.0,20.0,241.3288087904857,ga,raw,25,3,25,0,scale,1,300.60959810358133,0.24564323509573782,18,43,0.01768225099999654
0,6.0,20.0,241.3288087904857,ga,raw,25,3,25,0,scale+thin,1,298.1929270606497,0.23562921706347817,69,94,0.04580660600004194
0,6.0,20.0,241.3288087904857,ga,raw,25,4,25,0,none,1,777.588994802207,2.222114254404189,0,25,0.024935751999919376
0,6.0,20.0,241.3288087904857,ga,raw,25,4,25,0,scale,1,296.93434154229334,0.2304139859244183,18,43,0.008505891000027077
0,6.0,20.0,241.3288087904857,ga,raw,25,4,25,0,scale+thin,1,241.32470726590006,-1.6995586255119655e-05,69,94,0.054323533999991014
0,6.0,20.0,241.3288087904857,ga,raw,40,0,40,0,none,1,656.927645852939,1.7221269153292988,0,40,0.04091619300004368
0,6.0,20.0,241.3288087904857,ga,raw,40,0,40,0,scale,1,307.47988005375674,0.2741117879577377,18,58,0.01540636300001097
0,6.0,20.0,241.3288087904857,ga,raw,40,0,40,0,scale+thin,1,298.6827463293455,0.2376588929697685,69,109,0.051272012000026734
0,6.0,20.0,241.3288087904857,ga,raw,40,1,40,0,none,1,668.7468325271354,1.7711023639441281,0,40,0.09180016599998453
