context_idx,span_m,load_kNm,gt_economy,method,space,gen_budget,seed,mode,n_gen,n_repair,n_total,feasible,best_economy,gap
32,11.142857,150.0,3412.4966998531304,ppo_ood_load,policy,40,0,none,40,1,41,1,4387.894572702756,0.28583115491118427
33,11.142857,165.714286,3681.539358959639,ppo_ood_load,policy,40,0,none,40,1,41,1,4441.571219180707,0.2064440404178769
34,11.142857,181.428571,4001.813446814073,ppo_ood_load,policy,40,0,none,40,1,41,1,5239.008079422389,0.30915849752898206
35,11.142857,197.142857,4332.975062229721,ppo_ood_load,policy,40,0,none,40,1,41,1,9870.376403904043,1.2779675078085524
36,11.142857,212.857143,4658.140801057062,ppo_ood_load,policy,40,0,none,40,1,41,1,10274.433267598091,1.2056940110669339
37,11.142857,228.571429,5137.886749115688,ppo_ood_load,policy,40,0,none,40,1,41,1,10469.208225440649,1.037648694230671
38,11.142857,244.285714,6871.433005819378,ppo_ood_load,policy,40,0,none,40,1,41,1,11786.704879293333,0.7153197694441957
39,11.142857,260.0,8337.065935629631,ppo_ood_load,policy,40,0,none,40,1,41,1,12202.784170154622,0.4636785008505566
40,12.428571,150.0,4886.521183652799,ppo_ood_load,policy,40,0,none,40,1,41,1,6521.585749402941,0.33460707613834373
41,12.428571,165.714286,5340.456835444255,ppo_ood_load,policy,40,0,none,40,1,41,1,11125.611940423529,1.083269705801868
42,12.428571,181.428571,7499.029230834781,ppo_ood_load,policy,40,0,none,40,1,41,1,11714.898950501394,0.5621887300201001
43,12.428571,197.142857,9997.68170860264,ppo_ood_load,policy,40,0,none,40,1,41,1,13268.644601693635,0.32717213734424555
44,12.428571,212.857143,12790.67961945902,ppo_ood_load,policy,40,0,none,12,1,13,1,14174.436264305716,0.10818476312560632
45,13.714286,150.0,11343.005436312367,ppo_ood_load,policy,40,0,none,7,1,8,1,14930.482692269838,0.3162721975317828
46,13.714286,165.714286,15604.275186931443,ppo_ood_load,policy,40,0,none,10,1,11,1,15738.784012463851,0.00861999829668858
0,6.0,150.0,718.2839060185494,ppo_ood_load,policy,40,0,scale,40,18,58,1,819.9662622261058,0.1415629048006688
1,6.0,165.714286,766.0869680124856,ppo_ood_load,policy,40,0,scale,40,18,58,1,828.4635666879046,0.08142234665242665
